Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
24,No,Travel_Rarely,268,Research & Development,18,2,Life Sciences,1,486,1,Female,66,2,2,Laboratory Technician,4,Married,4617,24670,3,Y,No,21,4,2,80,0,30,3,3,28,25,2,23
21,No,Non-Travel,1077,Research & Development,26,4,Life Sciences,1,487,4,Male,31,4,4,Laboratory Technician,3,Single,1009,8160,2,Y,No,22,4,2,80,1,40,2,2,35,35,2,34
28,No,Non-Travel,553,Research & Development,21,3,Technical Degree,1,488,2,Male,90,3,3,Manager,4,Divorced,9002,14536,1,Y,No,25,4,3,80,1,33,3,3,34,32,5,32
46,No,Travel_Frequently,1263,Research & Development,10,4,Marketing,1,489,2,Female,69,2,4,Laboratory Technician,1,Single,3638,29682,1,Y,No,16,3,4,80,1,17,2,3,5,1,0,0
53,No,Travel_Rarely,961,Research & Development,29,4,Marketing,1,490,1,Male,92,4,4,Manager,3,Married,16049,27575,1,Y,Yes,16,3,4,80,0,36,0,3,22,21,2,19
42,No,Travel_Rarely,311,Sales,6,2,Life Sciences,1,491,4,Male,54,4,2,Manager,2,Married,10875,9142,1,Y,Yes,24,3,3,80,0,40,3,3,38,34,2,32
38,No,Travel_Rarely,869,Sales,24,4,Human Resources,1,492,4,Male,67,4,4,Sales Executive,1,Married,11055,23405,3,Y,Yes,18,4,3,80,1,3,2,4,7,5,8,5
53,Yes,Travel_Frequently,315,Sales,22,2,Life Sciences,1,493,1,Male,66,3,2,Sales Representative,4,Single,1384,25254,7,Y,Yes,23,3,4,80,2,0,4,1,1,0,3,0
27,No,Travel_Rarely,1485,Sales,4,3,Medical,1,494,3,Male,56,3,3,Sales Executive,3,Married,2764,8308,5,Y,No,20,2,2,80,0,20,4,4,12,11,2,11
54,Yes,Travel_Rarely,1360,Sales,19,3,Medical,1,495,2,Male,79,2,3,Sales Executive,2,Married,9137,11326,1,Y,Yes,22,2,2,80,1,40,2,3,39,39,1,38
26,Yes,Travel_Rarely,1074,Research & Development,14,4,Life Sciences,1,496,4,Female,63,4,4,Laboratory Technician,3,Divorced,1032,6742,0,Y,Yes,11,3,4,80,2,29,2,1,20,18,4,16
41,No,Travel_Rarely,405,Sales,14,5,Medical,1,497,4,Male,73,4,5,Sales Executive,4,Married,7969,21529,3,Y,No,14,3,3,80,0,40,2,4,30,28,1,28
52,No,Non-Travel,1234,Research & Development,18,4,Technical Degree,1,498,2,Male,33,4,4,Laboratory Technician,4,Divorced,3190,26527,1,Y,No,22,4,4,80,1,30,2,3,35,31,1,31
52,No,Travel_Rarely,958,Research & Development,29,3,Other,1,499,2,Male,81,4,3,Laboratory Technician,1,Single,2553,4715,4,Y,No,12,3,2,80,0,40,3,3,37,34,1,33
53,No,Travel_Rarely,962,Research & Development,17,4,Other,1,500,4,Male,84,1,4,Laboratory Technician,4,Married,3051,18086,4,Y,No,21,3,3,80,3,34,3,2,26,23,4,22
35,No,Travel_Frequently,909,Research & Development,18,1,Medical,1,501,4,Female,41,3,1,Manufacturing Director,3,Married,4906,10545,2,Y,Yes,18,1,4,80,0,40,5,3,35,34,2,33
56,No,Travel_Rarely,221,Research & Development,18,5,Marketing,1,502,1,Female,43,3,5,Research Scientist,3,Married,4070,23777,1,Y,Yes,22,3,3,80,0,29,3,3,22,22,3,20
49,No,Travel_Frequently,1335,Research & Development,5,3,Life Sciences,1,503,3,Female,64,4,3,Research Director,3,Single,10052,11494,0,Y,No,14,3,3,80,3,20,2,3,20,20,4,19
41,No,Travel_Frequently,528,Research & Development,9,5,Medical,1,504,4,Male,35,2,5,Laboratory Technician,4,Married,3062,22466,1,Y,No,24,3,2,80,0,7,1,2,12,8,11,6
40,No,Travel_Rarely,1046,Sales,1,4,Life Sciences,1,505,3,Male,76,3,4,Sales Executive,4,Married,5771,5731,2,Y,No,18,3,2,80,1,34,2,4,36,32,6,31
49,No,Travel_Rarely,431,Research & Development,4,4,Medical,1,506,3,Male,52,2,4,Manager,2,Married,12914,17390,7,Y,No,23,4,1,80,0,22,2,4,25,22,2,21
54,No,Travel_Rarely,1351,Research & Development,26,4,Medical,1,507,3,Female,97,4,4,Laboratory Technician,3,Married,5242,14813,0,Y,Yes,12,3,3,80,3,40,2,3,39,39,5,37
29,No,Travel_Rarely,736,Research & Development,7,3,Medical,1,508,3,Male,94,4,3,Laboratory Technician,3,Divorced,3220,27085,1,Y,No,23,3,4,80,2,2,1,3,6,6,10,5
30,Yes,Travel_Rarely,1272,Research & Development,11,4,Marketing,1,509,3,Male,88,4,4,Research Director,3,Single,12459,19921,2,Y,Yes,24,4,4,80,1,40,5,2,38,38,3,36
40,No,Travel_Rarely,1465,Sales,14,1,Other,1,510,4,Female,38,4,1,Manager,3,Divorced,8521,10092,1,Y,No,14,4,3,80,0,35,1,4,21,20,2,18
42,No,Travel_Rarely,665,Research & Development,10,4,Medical,1,511,2,Male,87,4,4,Manufacturing Director,3,Divorced,4798,2177,5,Y,No,22,2,4,80,0,40,3,2,38,37,0,36
52,No,Travel_Rarely,281,Research & Development,19,4,Human Resources,1,512,3,Male,77,2,4,Laboratory Technician,3,Divorced,3975,20760,0,Y,No,19,4,3,80,1,31,0,1,22,18,8,17
58,No,Travel_Rarely,391,Sales,8,5,Technical Degree,1,513,2,Male,92,3,5,Sales Executive,2,Married,6509,9738,7,Y,No,15,2,3,80,0,29,2,3,29,26,1,26
47,No,Travel_Rarely,288,Sales,3,3,Medical,1,514,2,Female,38,4,3,Sales Executive,3,Married,9371,10992,6,Y,No,16,3,2,80,1,31,2,4,17,15,0,14
34,No,Travel_Rarely,587,Research & Development,8,2,Marketing,1,515,4,Male,73,3,2,Manager,4,Divorced,16771,25215,5,Y,No,20,2,4,80,1,13,2,3,17,14,3,14
37,No,Travel_Rarely,1462,Sales,29,3,Life Sciences,1,516,4,Female,75,2,3,Sales Executive,3,Single,8762,5243,0,Y,No,25,3,2,80,2,18,2,2,9,8,7,7
42,No,Travel_Rarely,1233,Research & Development,18,4,Other,1,517,2,Female,44,3,4,Laboratory Technician,4,Married,4358,5666,1,Y,No,25,3,3,80,0,40,3,4,38,37,2,35
39,No,Travel_Frequently,1251,Research & Development,5,3,Marketing,1,518,4,Male,82,3,3,Manager,1,Married,1009,19321,4,Y,No,25,3,4,80,1,35,3,3,29,25,6,23
30,No,Travel_Rarely,874,Research & Development,20,3,Human Resources,1,519,3,Female,77,3,3,Manufacturing Director,3,Married,9066,21411,4,Y,No,22,3,2,80,2,22,3,4,25,23,7,23
36,No,Non-Travel,1159,Sales,11,4,Marketing,1,520,3,Male,71,3,4,Sales Executive,3,Single,8812,20404,3,Y,No,19,3,2,80,1,10,4,3,6,6,3,5
53,Yes,Travel_Rarely,1401,Research & Development,9,4,Other,1,521,2,Male,46,4,4,Research Director,1,Married,6184,29358,1,Y,Yes,19,3,2,80,2,14,4,4,6,4,4,4
29,No,Travel_Rarely,283,Research & Development,19,3,Technical Degree,1,522,3,Female,64,4,3,Laboratory Technician,2,Divorced,3509,25586,1,Y,No,17,4,3,80,0,12,3,3,4,2,3,1
58,Yes,Travel_Frequently,1364,Research & Development,12,3,Medical,1,523,3,Female,60,1,3,Research Scientist,4,Single,3092,16632,7,Y,No,21,3,2,80,2,0,1,3,0,0,10,0
36,No,Travel_Rarely,1473,Research & Development,27,4,Life Sciences,1,524,3,Female,33,4,4,Manager,3,Divorced,15699,13732,0,Y,No,12,3,3,80,3,12,5,3,17,13,5,11
29,No,Travel_Rarely,247,Research & Development,5,3,Medical,1,525,3,Male,77,4,3,Laboratory Technician,3,Single,2496,3974,0,Y,No,17,4,3,80,0,26,5,3,12,11,9,11
26,No,Travel_Rarely,1169,Human Resources,16,4,Medical,1,526,3,Male,43,4,4,Human Resources,3,Married,4191,28094,0,Y,Yes,19,3,3,80,1,19,3,3,24,24,1,22
24,No,Travel_Rarely,600,Research & Development,26,2,Life Sciences,1,527,3,Male,54,3,2,Laboratory Technician,4,Single,3012,12861,4,Y,Yes,12,3,2,80,0,35,3,1,39,37,2,35
45,No,Travel_Rarely,904,Research & Development,25,5,Other,1,528,3,Male,75,3,5,Laboratory Technician,3,Single,5861,3258,0,Y,No,17,3,4,80,1,20,2,3,7,7,0,5
31,No,Travel_Rarely,1420,Sales,13,3,Medical,1,529,4,Male,77,4,3,Manager,4,Divorced,15616,9052,2,Y,No,22,2,3,80,1,13,4,3,9,7,3,7
48,No,Travel_Rarely,632,Research & Development,6,3,Human Resources,1,530,4,Male,69,4,3,Manufacturing Director,2,Married,11870,21494,1,Y,Yes,17,3,4,80,0,29,4,4,31,30,8,29
36,No,Non-Travel,312,Research & Development,16,4,Other,1,531,2,Male,79,3,4,Laboratory Technician,3,Married,1596,11434,0,Y,Yes,13,4,4,80,2,14,3,2,16,16,2,15
33,No,Travel_Frequently,994,Research & Development,18,4,Medical,1,532,3,Male,36,2,4,Manufacturing Director,2,Single,4953,15528,3,Y,Yes,16,3,3,80,2,40,3,4,37,34,0,34
22,No,Travel_Rarely,1356,Research & Development,17,2,Human Resources,1,533,4,Male,89,4,2,Research Scientist,4,Married,6307,21137,0,Y,No,18,3,2,80,3,17,1,3,14,13,0,12
52,No,Non-Travel,1464,Research & Development,12,4,Medical,1,534,2,Male,64,2,4,Manufacturing Director,4,Married,3775,24178,1,Y,No,20,3,3,80,1,15,2,3,14,14,2,14
29,No,Travel_Rarely,106,Research & Development,27,3,Other,1,535,4,Female,92,2,3,Manufacturing Director,3,Married,6387,21059,2,Y,No,18,3,4,80,1,40,3,1,39,37,1,37
42,No,Travel_Rarely,412,Research & Development,1,5,Medical,1,536,3,Male,49,3,5,Laboratory Technician,1,Married,5658,17008,1,Y,No,24,3,3,80,3,31,0,4,19,17,2,16
38,No,Travel_Frequently,263,Research & Development,7,4,Medical,1,537,3,Female,45,3,4,Research Scientist,3,Divorced,3199,13864,1,Y,Yes,13,4,1,80,1,11,3,4,14,13,7,11
53,No,Travel_Rarely,317,Sales,14,3,Medical,1,538,2,Female,51,3,3,Sales Executive,2,Married,3175,2419,6,Y,Yes,16,3,1,80,2,40,4,4,34,33,2,33
40,No,Travel_Rarely,887,Sales,28,4,Medical,1,539,4,Male,65,3,4,Manager,3,Married,12170,10844,6,Y,No,12,3,3,80,1,19,2,3,5,3,4,3
33,No,Travel_Rarely,937,Sales,18,3,Medical,1,540,4,Female,48,1,3,Manager,4,Single,5592,4871,1,Y,No,24,3,2,80,1,33,1,3,29,29,3,29
56,Yes,Travel_Rarely,1296,Sales,23,2,Medical,1,541,4,Male,31,2,2,Sales Executive,4,Divorced,9598,29821,1,Y,Yes,12,3,4,80,0,17,4,4,7,4,5,4
59,No,Travel_Rarely,353,Research & Development,1,5,Life Sciences,1,542,2,Male,97,2,5,Research Director,2,Married,7315,17202,1,Y,No,23,4,2,80,0,27,1,4,30,26,1,25
56,No,Travel_Frequently,1163,Sales,20,4,Human Resources,1,543,4,Male,36,3,4,Sales Executive,4,Married,4699,15101,5,Y,No,18,4,3,80,1,36,2,4,31,30,9,29
31,No,Travel_Rarely,329,Research & Development,10,3,Marketing,1,544,3,Male,76,3,3,Research Scientist,4,Single,4539,2867,2,Y,No,21,3,4,80,1,18,3,3,14,12,4,12
48,No,Travel_Rarely,1010,Sales,15,3,Medical,1,545,4,Male,78,3,3,Manager,3,Divorced,10544,18238,0,Y,Yes,20,3,4,80,2,27,4,4,17,17,1,15
22,No,Travel_Rarely,1403,Research & Development,29,3,Marketing,1,546,2,Male,72,3,3,Research Director,3,Single,10757,13179,5,Y,No,15,3,3,80,1,14,4,2,12,11,0,10
52,No,Travel_Frequently,386,Research & Development,11,5,Technical Degree,1,547,4,Female,61,3,5,Manager,4,Married,13877,26749,2,Y,Yes,15,3,2,80,0,26,3,3,23,23,0,21
40,No,Travel_Rarely,750,Sales,4,2,Human Resources,1,548,4,Female,46,3,2,Sales Representative,3,Married,2804,10004,1,Y,No,21,4,2,80,1,40,2,2,39,38,6,36
46,No,Travel_Rarely,467,Sales,15,3,Medical,1,549,2,Male,43,4,3,Sales Executive,3,Single,4560,18158,1,Y,No,14,3,3,80,0,10,4,4,13,11,4,11
60,No,Travel_Frequently,1193,Research & Development,21,3,Life Sciences,1,550,2,Female,61,3,3,Research Scientist,4,Divorced,5486,23116,0,Y,No,21,3,3,80,0,25,3,3,27,27,2,26
28,Yes,Travel_Rarely,1229,Sales,16,3,Medical,1,551,2,Male,89,4,3,Sales Representative,2,Married,2375,28135,7,Y,Yes,20,3,3,80,0,17,3,1,10,8,2,8
35,No,Travel_Rarely,1371,Research & Development,26,3,Medical,1,552,2,Male,89,3,3,Manager,4,Divorced,8871,22511,3,Y,Yes,14,3,2,80,0,11,2,3,5,5,7,5
29,No,Travel_Rarely,293,Research & Development,15,3,Other,1,553,3,Female,81,4,3,Manager,3,Divorced,12513,17613,0,Y,No,18,3,4,80,0,27,2,3,24,23,8,21
26,Yes,Travel_Rarely,745,Research & Development,17,2,Medical,1,554,4,Male,95,3,2,Manufacturing Director,3,Divorced,3371,22976,2,Y,No,13,3,1,80,0,8,2,3,0,0,4,0
27,No,Travel_Rarely,1421,Research & Development,23,3,Human Resources,1,555,2,Male,33,4,3,Research Director,1,Single,11172,4242,2,Y,No,21,3,3,80,2,37,2,1,24,20,3,18
34,No,Travel_Rarely,1269,Sales,11,5,Medical,1,556,3,Male,92,3,5,Manager,2,Divorced,12704,14815,0,Y,No,13,2,4,80,0,2,2,3,1,0,7,0
55,No,Travel_Rarely,1008,Sales,18,2,Human Resources,1,557,3,Male,62,4,2,Manager,3,Married,16038,4488,1,Y,Yes,18,3,4,80,0,40,6,4,31,28,5,28
24,No,Non-Travel,832,Sales,28,4,Life Sciences,1,558,2,Female,30,3,4,Sales Representative,3,Divorced,2549,19896,2,Y,No,13,3,3,80,3,26,2,3,12,10,2,10
30,No,Travel_Rarely,127,Research & Development,16,4,Other,1,559,3,Male,93,4,4,Manager,4,Married,16769,7616,1,Y,Yes,22,3,2,80,1,31,2,3,32,32,0,32
57,Yes,Travel_Rarely,1376,Sales,27,4,Human Resources,1,560,2,Female,66,3,4,Manager,2,Divorced,13906,21155,1,Y,Yes,12,3,4,80,0,35,2,4,31,28,6,28
59,No,Travel_Frequently,813,Research & Development,15,5,Human Resources,1,561,3,Male,99,4,5,Research Director,2,Married,9919,20027,0,Y,No,23,3,1,80,0,35,3,1,23,22,1,22
26,No,Travel_Rarely,716,Sales,29,3,Life Sciences,1,562,2,Male,36,4,3,Manager,3,Married,18540,2023,1,Y,No,21,2,4,80,1,31,5,4,26,22,0,22
44,No,Travel_Rarely,294,Research & Development,11,3,Life Sciences,1,563,4,Male,53,4,3,Laboratory Technician,3,Single,3599,4337,2,Y,No,23,3,4,80,1,4,4,3,3,3,7,3
19,No,Travel_Rarely,482,Research & Development,13,3,Marketing,1,564,2,Female,97,4,3,Research Scientist,2,Divorced,3800,21327,0,Y,No,23,3,1,80,0,31,4,4,23,19,4,18
22,Yes,Travel_Rarely,1127,Sales,18,3,Life Sciences,1,565,4,Male,84,3,3,Manager,1,Married,12445,14591,2,Y,No,15,3,4,80,0,36,4,3,22,22,8,21
46,No,Travel_Rarely,1170,Research & Development,8,4,Life Sciences,1,566,4,Female,32,3,4,Laboratory Technician,4,Married,2934,10022,1,Y,Yes,21,2,4,80,3,40,5,4,28,25,3,24
54,Yes,Travel_Rarely,1040,Research & Development,9,4,Life Sciences,1,567,3,Female,52,3,4,Research Scientist,1,Divorced,5004,6726,3,Y,No,13,3,3,80,1,38,2,2,33,30,9,29
55,No,Travel_Frequently,104,Research & Development,22,5,Medical,1,568,3,Male,65,2,5,Manufacturing Director,4,Married,11169,20100,1,Y,No,16,3,3,80,1,26,2,4,20,18,2,18
36,No,Travel_Rarely,1031,Research & Development,11,2,Medical,1,569,2,Female,86,2,2,Laboratory Technician,3,Single,3491,9094,2,Y,No,21,4,4,80,0,40,2,3,29,29,5,29
25,No,Travel_Rarely,1260,Research & Development,17,5,Life Sciences,1,570,4,Female,77,3,5,Laboratory Technician,3,Married,3594,6133,2,Y,No,17,4,3,80,0,21,2,3,25,24,2,22
18,No,Travel_Rarely,1416,Research & Development,1,3,Life Sciences,1,571,3,Female,42,4,3,Manufacturing Director,2,Married,9914,24913,3,Y,No,13,4,4,80,1,14,3,2,19,16,0,14
39,No,Travel_Frequently,379,Research & Development,11,3,Medical,1,572,4,Male,90,1,3,Laboratory Technician,4,Married,4746,2744,3,Y,No,19,3,3,80,3,19,2,4,15,13,2,12
34,No,Travel_Rarely,277,Research & Development,7,3,Marketing,1,573,1,Male,53,3,3,Manager,2,Single,10370,22561,0,Y,No,20,3,1,80,0,0,3,4,2,0,5,0
24,No,Travel_Frequently,383,Sales,8,4,Life Sciences,1,574,2,Male,72,3,4,Manager,3,Single,12620,26569,7,Y,No,11,3,2,80,3,36,2,2,36,32,1,31
42,Yes,Travel_Rarely,1245,Research & Development,19,3,Medical,1,575,3,Male,62,4,3,Laboratory Technician,2,Single,4342,7940,4,Y,Yes,24,4,1,80,0,40,2,2,39,36,3,36
21,No,Travel_Rarely,1299,Sales,25,5,Other,1,576,2,Male,53,2,5,Sales Representative,4,Married,3296,2049,2,Y,No,17,4,2,80,1,35,2,3,24,24,1,24
53,Yes,Travel_Rarely,560,Sales,4,5,Human Resources,1,577,3,Female,51,3,5,Sales Executive,4,Single,3089,25196,5,Y,Yes,14,3,1,80,0,25,4,3,22,20,0,18
23,Yes,Travel_Rarely,1052,Research & Development,4,5,Human Resources,1,578,1,Male,81,4,5,Research Scientist,3,Married,5826,8217,1,Y,Yes,17,3,3,80,1,1,3,3,0,0,4,0
48,No,Travel_Rarely,442,Sales,19,2,Other,1,579,4,Male,35,3,2,Sales Executive,2,Divorced,8098,21433,0,Y,Yes,19,3,2,80,1,40,5,4,32,31,11,31
36,No,Travel_Rarely,798,Sales,24,5,Medical,1,580,4,Female,48,4,5,Manager,4,Single,14138,12934,3,Y,Yes,19,3,4,80,2,11,4,4,14,13,2,12
56,No,Travel_Frequently,827,Human Resources,9,4,Marketing,1,581,2,Female,58,4,4,Manager,4,Married,7708,23609,6,Y,No,11,3,4,80,1,26,2,4,16,13,4,11
44,Yes,Travel_Frequently,222,Research & Development,17,2,Medical,1,582,3,Male,93,2,2,Laboratory Technician,3,Divorced,3660,9868,0,Y,No,20,4,3,80,1,32,2,3,33,31,11,31
27,No,Travel_Rarely,676,Research & Development,18,2,Marketing,1,583,3,Female,43,4,2,Laboratory Technician,4,Divorced,4385,22273,2,Y,Yes,23,3,3,80,2,30,3,4,16,14,4,12
43,No,Travel_Frequently,377,Research & Development,1,2,Life Sciences,1,584,4,Male,59,4,2,Research Scientist,3,Married,3311,9951,4,Y,Yes,22,3,2,80,0,40,3,3,40,38,5,38
36,No,Travel_Rarely,1070,Research & Development,14,1,Marketing,1,585,3,Male,50,2,1,Manager,2,Married,9766,28198,5,Y,No,14,4,3,80,1,0,2,3,3,1,1,0
56,Yes,Travel_Rarely,1088,Research & Development,4,3,Medical,1,586,1,Female,94,3,3,Research Scientist,2,Divorced,5661,13589,1,Y,Yes,17,3,3,80,0,10,2,3,12,9,3,9
20,No,Travel_Rarely,130,Research & Development,10,5,Life Sciences,1,587,2,Male,33,4,5,Research Scientist,3,Married,3599,17019,0,Y,No,20,3,4,80,1,8,3,3,3,3,2,1
30,No,Travel_Rarely,786,Sales,23,3,Technical Degree,1,588,3,Male,75,4,3,Sales Executive,3,Divorced,6562,28363,1,Y,Yes,16,3,1,80,2,20,2,4,6,3,3,1
45,Yes,Travel_Rarely,1369,Human Resources,14,3,Life Sciences,1,589,4,Male,37,2,3,Human Resources,2,Single,3792,16691,2,Y,Yes,25,2,4,80,0,11,5,3,8,8,6,7
37,No,Travel_Rarely,422,Research & Development,7,5,Life Sciences,1,590,4,Male,47,4,5,Laboratory Technician,2,Divorced,5410,26019,6,Y,No,19,3,4,80,3,24,3,4,22,18,3,18
45,No,Non-Travel,744,Research & Development,12,3,Life Sciences,1,591,2,Male,89,3,3,Manufacturing Director,3,Married,9249,24159,2,Y,No,23,3,3,80,3,34,2,4,32,28,0,27
25,No,Travel_Rarely,453,Research & Development,22,5,Medical,1,592,4,Male,74,4,5,Research Director,2,Married,9233,21739,6,Y,No,17,2,2,80,1,31,2,3,32,32,9,30
58,Yes,Travel_Frequently,633,Sales,29,3,Life Sciences,1,593,4,Female,60,4,3,Sales Executive,1,Single,6071,27589,4,Y,Yes,25,3,3,80,0,25,3,3,19,16,3,15
56,No,Travel_Rarely,1206,Sales,27,4,Human Resources,1,594,1,Female,57,3,4,Sales Executive,4,Married,4420,10345,2,Y,No,13,3,3,80,2,0,3,3,3,2,9,2
18,Yes,Travel_Rarely,1418,Research & Development,16,3,Medical,1,595,4,Male,93,4,3,Manufacturing Director,2,Single,7735,13093,0,Y,No,17,3,3,80,3,9,3,2,0,0,4,0
20,No,Non-Travel,395,Research & Development,5,4,Medical,1,596,3,Male,66,4,4,Laboratory Technician,2,Divorced,4198,8261,1,Y,Yes,20,2,3,80,0,40,3,4,33,32,0,31
30,No,Travel_Rarely,559,Research & Development,11,2,Medical,1,597,4,Male,96,3,2,Research Director,3,Divorced,7570,20698,0,Y,Yes,24,3,2,80,3,26,3,4,26,23,3,21
45,No,Non-Travel,848,Research & Development,4,4,Marketing,1,598,3,Male,97,4,4,Manufacturing Director,4,Single,8253,21840,1,Y,Yes,15,3,2,80,3,24,2,3,20,18,4,16
42,No,Travel_Rarely,834,Research & Development,28,3,Technical Degree,1,599,4,Female,64,2,3,Research Director,3,Divorced,8897,17172,0,Y,No,24,3,1,80,1,31,5,4,23,21,1,20
50,No,Non-Travel,1185,Sales,13,5,Marketing,1,600,2,Male,65,4,5,Manager,2,Divorced,16968,28878,0,Y,Yes,12,3,2,80,2,16,2,3,14,10,3,10
55,No,Travel_Rarely,644,Human Resources,8,3,Technical Degree,1,601,4,Male,86,4,3,Manager,4,Married,9707,25792,1,Y,No,20,3,2,80,1,31,0,3,34,30,3,30
23,No,Travel_Rarely,481,Sales,7,2,Other,1,602,2,Female,99,3,2,Sales Representative,3,Married,3699,22650,2,Y,Yes,13,3,2,80,1,37,2,3,24,24,4,24
49,No,Travel_Rarely,425,Sales,11,4,Other,1,603,3,Female,33,4,4,Sales Representative,3,Single,4254,10808,1,Y,Yes,16,3,2,80,0,14,1,2,8,7,1,7
38,No,Travel_Frequently,1187,Research & Development,11,2,Marketing,1,604,4,Female,78,3,2,Manager,3,Single,10642,21433,3,Y,Yes,23,4,4,80,0,22,2,2,16,14,4,12
33,No,Travel_Rarely,1046,Research & Development,26,4,Life Sciences,1,605,4,Male,68,4,4,Research Scientist,3,Single,3705,23027,2,Y,No,16,4,4,80,2,29,3,3,20,17,1,17
38,Yes,Non-Travel,1271,Sales,17,5,Marketing,1,606,3,Male,47,2,5,Sales Executive,3,Divorced,8937,7304,3,Y,Yes,17,3,3,80,0,13,0,1,12,12,2,11
28,Yes,Travel_Rarely,944,Sales,22,4,Medical,1,607,3,Male,89,2,4,Manager,4,Single,5587,20309,3,Y,No,16,1,3,80,1,0,4,2,2,0,0,0
54,No,Travel_Rarely,463,Research & Development,14,1,Technical Degree,1,608,1,Male,39,4,1,Manager,3,Divorced,13550,8845,3,Y,No,19,3,4,80,3,6,3,2,3,1,0,0
53,No,Travel_Rarely,154,Research & Development,2,4,Other,1,609,2,Female,52,4,4,Manufacturing Director,4,Married,4219,8810,6,Y,No,24,2,3,80,0,13,2,1,3,1,2,0
52,No,Travel_Rarely,503,Research & Development,20,4,Technical Degree,1,610,4,Female,97,3,4,Manufacturing Director,3,Married,10933,17228,1,Y,No,15,3,2,80,0,34,2,2,27,25,1,25
36,No,Travel_Rarely,782,Research & Development,21,4,Other,1,611,3,Female,88,4,4,Research Scientist,2,Divorced,4159,4457,1,Y,No,25,3,4,80,1,4,2,3,6,4,2,2
37,No,Travel_Rarely,1094,Research & Development,8,2,Life Sciences,1,612,3,Female,36,4,2,Laboratory Technician,3,Divorced,3404,8882,0,Y,No,15,4,3,80,0,28,2,4,25,22,11,22
35,No,Travel_Frequently,970,Research & Development,22,3,Life Sciences,1,613,4,Male,42,4,3,Research Scientist,1,Married,3522,26204,2,Y,No,18,4,3,80,2,22,0,2,10,10,3,8
58,Yes,Travel_Rarely,808,Research & Development,27,3,Life Sciences,1,614,3,Female,32,3,3,Manager,2,Married,6302,28187,1,Y,Yes,18,3,4,80,1,32,0,2,23,21,3,21
31,No,Travel_Rarely,1208,Research & Development,2,2,Other,1,615,1,Male,69,3,2,Manufacturing Director,4,Married,11038,6241,2,Y,Yes,11,3,3,80,1,18,2,4,9,5,10,3
32,No,Travel_Rarely,480,Sales,21,3,Other,1,616,3,Male,40,3,3,Manager,3,Single,11384,21493,0,Y,No,13,3,4,80,0,36,1,1,36,36,9,35
48,No,Non-Travel,747,Research & Development,15,3,Marketing,1,617,4,Male,80,4,3,Manufacturing Director,2,Single,15701,12729,2,Y,No,23,2,3,80,0,17,0,4,12,8,8,7
18,No,Travel_Rarely,1034,Sales,5,4,Technical Degree,1,618,4,Male,52,3,4,Manager,3,Married,9083,14549,2,Y,No,16,4,3,80,0,40,4,2,38,35,0,33
20,Yes,Travel_Rarely,182,Research & Development,6,5,Technical Degree,1,619,3,Male,61,4,5,Research Scientist,2,Married,3626,7245,1,Y,Yes,16,3,3,80,0,29,2,3,18,16,4,14
33,No,Travel_Rarely,832,Sales,17,4,Human Resources,1,620,1,Female,70,4,4,Sales Representative,4,Married,2192,11819,2,Y,No,11,2,4,80,1,29,3,2,18,18,6,16
40,No,Travel_Frequently,615,Research & Development,8,3,Other,1,621,3,Male,71,3,3,Research Scientist,1,Married,4262,26347,5,Y,No,12,3,1,80,1,23,1,3,11,9,7,8
28,No,Non-Travel,1434,Human Resources,19,3,Marketing,1,622,4,Male,67,3,3,Human Resources,3,Married,8099,6440,4,Y,No,20,3,3,80,0,19,0,4,21,19,4,18
29,No,Non-Travel,1022,Research & Development,5,5,Marketing,1,623,2,Male,96,4,5,Manufacturing Director,3,Married,10424,9610,1,Y,No,17,2,4,80,0,40,3,2,36,36,0,36
27,No,Non-Travel,864,Human Resources,23,5,Life Sciences,1,624,3,Female,71,4,5,Manager,3,Married,6583,3998,5,Y,No,11,3,3,80,1,25,1,4,29,27,12,25
49,No,Travel_Rarely,595,Sales,19,5,Marketing,1,625,4,Male,72,2,5,Manager,2,Divorced,16334,29502,0,Y,Yes,20,3,2,80,2,7,0,3,11,9,3,7
33,No,Travel_Rarely,1361,Research & Development,14,4,Medical,1,626,3,Female,62,4,4,Manager,3,Married,14458,19515,1,Y,No,15,3,2,80,1,32,3,4,28,27,2,25
25,No,Travel_Rarely,1042,Research & Development,10,3,Life Sciences,1,627,3,Male,66,3,3,Manager,4,Divorced,13732,3992,0,Y,No,11,3,4,80,0,17,0,2,20,19,2,18
55,No,Travel_Rarely,1162,Research & Development,13,4,Technical Degree,1,628,3,Female,86,4,4,Laboratory Technician,4,Single,2781,15868,6,Y,No,16,2,4,80,3,12,2,2,10,10,2,8
29,No,Travel_Rarely,842,Research & Development,22,3,Medical,1,629,2,Male,93,4,3,Manager,4,Married,9804,26431,0,Y,No,25,3,3,80,3,40,2,3,36,36,1,34
